Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
2020/03/12,51-60,2,6,10/12/2020 02:15:02 PM
2020/03/13,51-60,3,9,10/12/2020 02:15:02 PM
2020/03/14,51-60,1,10,10/12/2020 02:15:02 PM
2020/03/15,51-60,0,10,10/12/2020 02:15:02 PM
2020/03/16,51-60,8,18,10/12/2020 02:15:02 PM
2020/03/17,51-60,3,21,10/12/2020 02:15:02 PM
2020/03/18,51-60,4,25,10/12/2020 02:15:02 PM
2020/03/19,51-60,3,28,10/12/2020 02:15:02 PM
2020/03/20,51-60,4,32,10/12/2020 02:15:02 PM
2020/03/21,51-60,7,39,10/12/2020 02:15:02 PM
2020/03/22,51-60,5,44,10/12/2020 02:15:02 PM
2020/03/23,51-60,7,51,10/12/2020 02:15:02 PM
2020/03/24,51-60,6,57,10/12/2020 02:15:02 PM
2020/03/25,51-60,5,62,10/12/2020 02:15:02 PM
2020/03/26,51-60,9,71,10/12/2020 02:15:02 PM
2020/03/27,51-60,4,75,10/12/2020 02:15:02 PM
2020/03/28,51-60,6,81,10/12/2020 02:15:02 PM
2020/03/29,51-60,0,81,10/12/2020 02:15:02 PM
2020/03/30,51-60,6,87,10/12/2020 02:15:02 PM
2020/03/31,51-60,9,96,10/12/2020 02:15:02 PM
2020/04/01,51-60,5,101,10/12/2020 02:15:02 PM
2020/04/02,51-60,3,104,10/12/2020 02:15:02 PM
2020/04/03,51-60,5,109,10/12/2020 02:15:02 PM
2020/04/04,51-60,2,111,10/12/2020 02:15:02 PM
2020/04/05,51-60,4,115,10/12/2020 02:15:02 PM
2020/04/06,51-60,6,121,10/12/2020 02:15:02 PM
2020/04/07,51-60,5,126,10/12/2020 02:15:02 PM
2020/04/08,51-60,14,140,10/12/2020 02:15:02 PM
2020/04/09,51-60,16,156,10/12/2020 02:15:02 PM
2020/04/10,51-60,7,163,10/12/2020 02:15:02 PM
2020/04/11,51-60,3,166,10/12/2020 02:15:02 PM
2020/04/12,51-60,5,171,10/12/2020 02:15:02 PM
2020/04/13,51-60,3,174,10/12/2020 02:15:02 PM
2020/04/14,51-60,9,183,10/12/2020 02:15:02 PM
2020/04/15,51-60,3,186,10/12/2020 02:15:02 PM
2020/04/16,51-60,5,191,10/12/2020 02:15:02 PM
2020/04/17,51-60,6,197,10/12/2020 02:15:02 PM
2020/04/18,51-60,1,198,10/12/2020 02:15:02 PM
2020/04/19,51-60,9,207,10/12/2020 02:15:02 PM
2020/04/20,51-60,9,216,10/12/2020 02:15:02 PM
2020/04/21,51-60,5,221,10/12/2020 02:15:02 PM
2020/04/22,51-60,4,225,10/12/2020 02:15:02 PM
2020/04/23,51-60,5,230,10/12/2020 02:15:02 PM
2020/04/24,51-60,7,237,10/12/2020 02:15:02 PM
2020/04/25,51-60,5,242,10/12/2020 02:15:02 PM
2020/04/26,51-60,5,247,10/12/2020 02:15:02 PM
2020/04/27,51-60,3,250,10/12/2020 02:15:02 PM
2020/04/28,51-60,9,259,10/12/2020 02:15:02 PM
2020/04/29,51-60,6,265,10/12/2020 02:15:02 PM
2020/04/30,51-60,4,269,10/12/2020 02:15:02 PM
2020/05/01,51-60,5,274,10/12/2020 02:15:02 PM
2020/05/02,51-60,2,276,10/12/2020 02:15:02 PM
2020/05/03,51-60,3,279,10/12/2020 02:15:02 PM
2020/05/04,51-60,0,279,10/12/2020 02:15:02 PM
2020/05/05,51-60,6,285,10/12/2020 02:15:02 PM
2020/05/06,51-60,8,293,10/12/2020 02:15:02 PM
2020/05/07,51-60,5,298,10/12/2020 02:15:02 PM
2020/05/08,51-60,1,299,10/12/2020 02:15:02 PM
2020/05/09,51-60,1,300,10/12/2020 02:15:02 PM
2020/05/10,51-60,0,300,10/12/2020 02:15:02 PM
2020/05/11,51-60,7,307,10/12/2020 02:15:02 PM
2020/05/12,51-60,9,316,10/12/2020 02:15:02 PM
2020/05/13,51-60,5,321,10/12/2020 02:15:02 PM
2020/05/14,51-60,3,324,10/12/2020 02:15:02 PM
2020/05/15,51-60,1,325,10/12/2020 02:15:02 PM
2020/05/16,51-60,1,326,10/12/2020 02:15:02 PM
2020/05/17,51-60,0,326,10/12/2020 02:15:02 PM
2020/05/18,51-60,5,331,10/12/2020 02:15:02 PM
2020/05/19,51-60,2,333,10/12/2020 02:15:02 PM
2020/05/20,51-60,3,336,10/12/2020 02:15:02 PM
2020/05/21,51-60,3,339,10/12/2020 02:15:02 PM
2020/05/22,51-60,3,342,10/12/2020 02:15:02 PM
2020/05/23,51-60,2,344,10/12/2020 02:15:02 PM
2020/05/24,51-60,1,345,10/12/2020 02:15:02 PM
2020/05/25,51-60,1,346,10/12/2020 02:15:02 PM
2020/05/26,51-60,5,351,10/12/2020 02:15:02 PM
2020/05/27,51-60,3,354,10/12/2020 02:15:02 PM
2020/05/28,51-60,2,356,10/12/2020 02:15:02 PM
2020/05/29,51-60,2,358,10/12/2020 02:15:02 PM
2020/05/30,51-60,0,358,10/12/2020 02:15:02 PM
2020/05/31,51-60,1,359,10/12/2020 02:15:02 PM
2020/06/01,51-60,2,361,10/12/2020 02:15:02 PM
2020/06/02,51-60,5,366,10/12/2020 02:15:02 PM
2020/06/03,51-60,2,368,10/12/2020 02:15:02 PM
2020/06/04,51-60,8,376,10/12/2020 02:15:02 PM
2020/06/05,51-60,2,378,10/12/2020 02:15:02 PM
2020/06/06,51-60,1,379,10/12/2020 02:15:02 PM
2020/06/07,51-60,0,379,10/12/2020 02:15:02 PM
2020/06/08,51-60,2,381,10/12/2020 02:15:02 PM
2020/06/09,51-60,5,386,10/12/2020 02:15:02 PM
2020/06/10,51-60,1,387,10/12/2020 02:15:02 PM
2020/06/11,51-60,3,390,10/12/2020 02:15:02 PM
2020/06/12,51-60,1,391,10/12/2020 02:15:02 PM
2020/06/13,51-60,1,392,10/12/2020 02:15:02 PM
2020/06/14,51-60,1,393,10/12/2020 02:15:02 PM
2020/06/15,51-60,2,395,10/12/2020 02:15:02 PM
2020/06/16,51-60,1,396,10/12/2020 02:15:02 PM
2020/06/17,51-60,2,398,10/12/2020 02:15:02 PM
2020/06/18,51-60,5,403,10/12/2020 02:15:02 PM
2020/06/19,51-60,2,405,10/12/2020 02:15:02 PM
2020/06/20,51-60,4,409,10/12/2020 02:15:02 PM
2020/06/21,51-60,1,410,10/12/2020 02:15:02 PM
2020/06/22,51-60,17,427,10/12/2020 02:15:02 PM
2020/06/23,51-60,5,432,10/12/2020 02:15:02 PM
2020/06/24,51-60,2,434,10/12/2020 02:15:02 PM
2020/06/25,51-60,10,444,10/12/2020 02:15:02 PM
2020/06/26,51-60,6,450,10/12/2020 02:15:02 PM
2020/06/27,51-60,4,454,10/12/2020 02:15:02 PM
2020/06/28,51-60,7,461,10/12/2020 02:15:02 PM
2020/06/29,51-60,4,465,10/12/2020 02:15:02 PM
2020/06/30,51-60,6,471,10/12/2020 02:15:02 PM
2020/07/01,51-60,9,480,10/12/2020 02:15:02 PM
2020/07/02,51-60,10,490,10/12/2020 02:15:02 PM
2020/07/03,51-60,6,496,10/12/2020 02:15:02 PM
2020/07/04,51-60,9,505,10/12/2020 02:15:02 PM
2020/07/05,51-60,5,510,10/12/2020 02:15:02 PM
2020/07/06,51-60,14,524,10/12/2020 02:15:02 PM
2020/07/07,51-60,10,534,10/12/2020 02:15:02 PM
2020/07/08,51-60,13,547,10/12/2020 02:15:02 PM
2020/07/09,51-60,16,563,10/12/2020 02:15:02 PM
2020/07/10,51-60,12,575,10/12/2020 02:15:02 PM
2020/07/11,51-60,2,577,10/12/2020 02:15:02 PM
2020/07/12,51-60,8,585,10/12/2020 02:15:02 PM
2020/07/13,51-60,8,593,10/12/2020 02:15:02 PM
2020/07/14,51-60,12,605,10/12/2020 02:15:02 PM
2020/07/15,51-60,14,619,10/12/2020 02:15:02 PM
2020/07/16,51-60,18,637,10/12/2020 02:15:02 PM
2020/07/17,51-60,15,652,10/12/2020 02:15:02 PM
2020/07/18,51-60,9,661,10/12/2020 02:15:02 PM
2020/07/19,51-60,13,674,10/12/2020 02:15:02 PM
2020/07/20,51-60,18,692,10/12/2020 02:15:02 PM
2020/07/21,51-60,11,703,10/12/2020 02:15:02 PM
2020/07/22,51-60,16,719,10/12/2020 02:15:02 PM
2020/07/23,51-60,7,726,10/12/2020 02:15:02 PM
2020/07/24,51-60,20,746,10/12/2020 02:15:02 PM
2020/07/25,51-60,8,754,10/12/2020 02:15:02 PM
2020/07/26,51-60,6,760,10/12/2020 02:15:02 PM
2020/07/27,51-60,8,768,10/12/2020 02:15:02 PM
2020/07/28,51-60,17,785,10/12/2020 02:15:02 PM
2020/07/29,51-60,17,802,10/12/2020 02:15:02 PM
2020/07/30,51-60,18,820,10/12/2020 02:15:02 PM
2020/07/31,51-60,15,835,10/12/2020 02:15:02 PM
2020/08/01,51-60,4,839,10/12/2020 02:15:02 PM
2020/08/02,51-60,2,841,10/12/2020 02:15:02 PM
2020/08/03,51-60,11,852,10/12/2020 02:15:02 PM
2020/08/04,51-60,7,859,10/12/2020 02:15:02 PM
2020/08/05,51-60,16,875,10/12/2020 02:15:02 PM
2020/08/06,51-60,12,887,10/12/2020 02:15:02 PM
2020/08/07,51-60,13,900,10/12/2020 02:15:02 PM
2020/08/08,51-60,4,904,10/12/2020 02:15:02 PM
2020/08/09,51-60,8,912,10/12/2020 02:15:02 PM
2020/08/10,51-60,13,925,10/12/2020 02:15:02 PM
2020/08/11,51-60,13,938,10/12/2020 02:15:02 PM
2020/08/12,51-60,15,953,10/12/2020 02:15:02 PM
2020/08/13,51-60,9,962,10/12/2020 02:15:02 PM
2020/08/14,51-60,11,973,10/12/2020 02:15:02 PM
2020/08/15,51-60,8,981,10/12/2020 02:15:02 PM
2020/08/16,51-60,7,988,10/12/2020 02:15:02 PM
2020/08/17,51-60,8,996,10/12/2020 02:15:02 PM
2020/08/18,51-60,10,1006,10/12/2020 02:15:02 PM
2020/08/19,51-60,13,1019,10/12/2020 02:15:02 PM
2020/08/20,51-60,9,1028,10/12/2020 02:15:02 PM
2020/08/21,51-60,6,1034,10/12/2020 02:15:02 PM
2020/08/22,51-60,5,1039,10/12/2020 02:15:02 PM
2020/08/23,51-60,5,1044,10/12/2020 02:15:02 PM
2020/08/24,51-60,10,1054,10/12/2020 02:15:02 PM
2020/08/25,51-60,10,1064,10/12/2020 02:15:02 PM
2020/08/26,51-60,9,1073,10/12/2020 02:15:02 PM
2020/08/27,51-60,7,1080,10/12/2020 02:15:02 PM
2020/08/28,51-60,5,1085,10/12/2020 02:15:02 PM
2020/08/29,51-60,4,1089,10/12/2020 02:15:02 PM
2020/08/30,51-60,3,1092,10/12/2020 02:15:02 PM
2020/08/31,51-60,13,1105,10/12/2020 02:15:02 PM
2020/09/01,51-60,12,1117,10/12/2020 02:15:02 PM
2020/09/02,51-60,10,1127,10/12/2020 02:15:02 PM
2020/09/03,51-60,4,1131,10/12/2020 02:15:02 PM
2020/09/04,51-60,8,1139,10/12/2020 02:15:02 PM
2020/09/05,51-60,4,1143,10/12/2020 02:15:02 PM
2020/09/06,51-60,4,1147,10/12/2020 02:15:02 PM
2020/09/07,51-60,3,1150,10/12/2020 02:15:02 PM
2020/09/08,51-60,9,1159,10/12/2020 02:15:02 PM
2020/09/09,51-60,3,1162,10/12/2020 02:15:02 PM
2020/09/10,51-60,6,1168,10/12/2020 02:15:02 PM
2020/09/11,51-60,16,1184,10/12/2020 02:15:02 PM
2020/09/12,51-60,6,1190,10/12/2020 02:15:02 PM
2020/09/13,51-60,6,1196,10/12/2020 02:15:02 PM
2020/09/14,51-60,11,1207,10/12/2020 02:15:02 PM
2020/09/15,51-60,10,1217,10/12/2020 02:15:02 PM
2020/09/16,51-60,8,1225,10/12/2020 02:15:02 PM
2020/09/17,51-60,7,1232,10/12/2020 02:15:02 PM
2020/09/18,51-60,6,1238,10/12/2020 02:15:02 PM
2020/09/19,51-60,5,1243,10/12/2020 02:15:02 PM
2020/09/20,51-60,4,1247,10/12/2020 02:15:02 PM
2020/09/21,51-60,11,1258,10/12/2020 02:15:02 PM
2020/09/22,51-60,8,1266,10/12/2020 02:15:02 PM
2020/09/23,51-60,6,1272,10/12/2020 02:15:02 PM
2020/09/24,51-60,4,1276,10/12/2020 02:15:02 PM
2020/09/25,51-60,5,1281,10/12/2020 02:15:02 PM
2020/09/26,51-60,1,1282,10/12/2020 02:15:02 PM
2020/09/27,51-60,6,1288,10/12/2020 02:15:02 PM
2020/09/28,51-60,7,1295,10/12/2020 02:15:02 PM
2020/09/29,51-60,4,1299,10/12/2020 02:15:02 PM
2020/09/30,51-60,6,1305,10/12/2020 02:15:02 PM
2020/10/01,51-60,3,1308,10/12/2020 02:15:02 PM
2020/10/02,51-60,2,1310,10/12/2020 02:15:02 PM
2020/10/03,51-60,2,1312,10/12/2020 02:15:02 PM
2020/10/04,51-60,1,1313,10/12/2020 02:15:02 PM
2020/10/05,51-60,3,1316,10/12/2020 02:15:02 PM
2020/10/06,51-60,2,1318,10/12/2020 02:15:02 PM
2020/10/07,51-60,0,1318,10/12/2020 02:15:02 PM
2020/10/08,51-60,2,1320,10/12/2020 02:15:02 PM
2020/10/09,51-60,1,1321,10/12/2020 02:15:02 PM
2020/10/10,51-60,1,1322,10/12/2020 02:15:02 PM
2020/10/11,51-60,0,1322,10/12/2020 02:15:02 PM
2020/03/15,71-80,3,6,10/12/2020 02:15:02 PM
2020/03/16,71-80,2,8,10/12/2020 02:15:02 PM
2020/03/17,71-80,1,9,10/12/2020 02:15:02 PM
2020/03/18,71-80,1,10,10/12/2020 02:15:02 PM
2020/03/19,71-80,2,12,10/12/2020 02:15:02 PM
2020/03/20,71-80,2,14,10/12/2020 02:15:02 PM
2020/03/21,71-80,1,15,10/12/2020 02:15:02 PM
2020/03/22,71-80,0,15,10/12/2020 02:15:02 PM
2020/03/23,71-80,3,18,10/12/2020 02:15:02 PM
2020/03/24,71-80,2,20,10/12/2020 02:15:02 PM
2020/03/25,71-80,3,23,10/12/2020 02:15:02 PM
2020/03/26,71-80,3,26,10/12/2020 02:15:02 PM
2020/03/27,71-80,2,28,10/12/2020 02:15:02 PM
2020/03/28,71-80,0,28,10/12/2020 02:15:02 PM
2020/03/29,71-80,4,32,10/12/2020 02:15:02 PM
2020/03/30,71-80,2,34,10/12/2020 02:15:02 PM
2020/03/31,71-80,3,37,10/12/2020 02:15:02 PM
2020/04/01,71-80,3,40,10/12/2020 02:15:02 PM
2020/04/02,71-80,3,43,10/12/2020 02:15:02 PM
2020/04/03,71-80,3,46,10/12/2020 02:15:02 PM
2020/04/04,71-80,0,46,10/12/2020 02:15:02 PM
2020/04/05,71-80,3,49,10/12/2020 02:15:02 PM
2020/04/06,71-80,3,52,10/12/2020 02:15:02 PM
2020/04/07,71-80,5,57,10/12/2020 02:15:02 PM
2020/04/08,71-80,4,61,10/12/2020 02:15:02 PM
2020/04/09,71-80,2,63,10/12/2020 02:15:02 PM
2020/04/10,71-80,1,64,10/12/2020 02:15:02 PM
2020/04/11,71-80,1,65,10/12/2020 02:15:02 PM
2020/04/12,71-80,3,68,10/12/2020 02:15:02 PM
2020/04/13,71-80,2,70,10/12/2020 02:15:02 PM
2020/04/14,71-80,3,73,10/12/2020 02:15:02 PM
2020/04/15,71-80,6,79,10/12/2020 02:15:02 PM
2020/04/16,71-80,0,79,10/12/2020 02:15:02 PM
2020/04/17,71-80,4,83,10/12/2020 02:15:02 PM
2020/04/18,71-80,0,83,10/12/2020 02:15:02 PM
2020/04/19,71-80,0,83,10/12/2020 02:15:02 PM
2020/04/20,71-80,1,84,10/12/2020 02:15:02 PM
2020/04/21,71-80,0,84,10/12/2020 02:15:02 PM
2020/04/22,71-80,1,85,10/12/2020 02:15:02 PM
2020/04/23,71-80,8,93,10/12/2020 02:15:02 PM
2020/04/24,71-80,5,98,10/12/2020 02:15:02 PM
2020/04/25,71-80,9,107,10/12/2020 02:15:02 PM
2020/04/26,71-80,1,108,10/12/2020 02:15:02 PM
2020/04/27,71-80,3,111,10/12/2020 02:15:02 PM
2020/04/28,71-80,4,115,10/12/2020 02:15:02 PM
2020/04/29,71-80,2,117,10/12/2020 02:15:02 PM
2020/04/30,71-80,3,120,10/12/2020 02:15:02 PM
2020/05/01,71-80,1,121,10/12/2020 02:15:02 PM
2020/05/02,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/03,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/04,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/05,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/06,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/07,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/08,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/09,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/10,71-80,0,121,10/12/2020 02:15:02 PM
2020/05/11,71-80,1,122,10/12/2020 02:15:02 PM
2020/05/12,71-80,6,128,10/12/2020 02:15:02 PM
2020/05/13,71-80,0,128,10/12/2020 02:15:02 PM
2020/05/14,71-80,1,129,10/12/2020 02:15:02 PM
2020/05/15,71-80,1,130,10/12/2020 02:15:02 PM
2020/05/16,71-80,0,130,10/12/2020 02:15:02 PM
2020/05/17,71-80,2,132,10/12/2020 02:15:02 PM
2020/05/18,71-80,2,134,10/12/2020 02:15:02 PM
2020/05/19,71-80,1,135,10/12/2020 02:15:02 PM
2020/05/20,71-80,0,135,10/12/2020 02:15:02 PM
2020/05/21,71-80,0,135,10/12/2020 02:15:02 PM
2020/05/22,71-80,1,136,10/12/2020 02:15:02 PM
2020/05/23,71-80,0,136,10/12/2020 02:15:02 PM
2020/05/24,71-80,1,137,10/12/2020 02:15:02 PM
2020/05/25,71-80,0,137,10/12/2020 02:15:02 PM
2020/05/26,71-80,2,139,10/12/2020 02:15:02 PM
2020/05/27,71-80,3,142,10/12/2020 02:15:02 PM
2020/05/28,71-80,0,142,10/12/2020 02:15:02 PM
2020/05/29,71-80,1,143,10/12/2020 02:15:02 PM
2020/05/30,71-80,0,143,10/12/2020 02:15:02 PM
2020/05/31,71-80,1,144,10/12/2020 02:15:02 PM
2020/06/01,71-80,3,147,10/12/2020 02:15:02 PM
2020/06/02,71-80,1,148,10/12/2020 02:15:02 PM
2020/06/03,71-80,2,150,10/12/2020 02:15:02 PM
2020/06/04,71-80,1,151,10/12/2020 02:15:02 PM
2020/06/05,71-80,1,152,10/12/2020 02:15:02 PM
2020/06/06,71-80,1,153,10/12/2020 02:15:02 PM
2020/06/07,71-80,0,153,10/12/2020 02:15:02 PM
2020/06/08,71-80,2,155,10/12/2020 02:15:02 PM
2020/06/09,71-80,2,157,10/12/2020 02:15:02 PM
2020/06/10,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/11,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/12,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/13,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/14,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/15,71-80,0,157,10/12/2020 02:15:02 PM
2020/06/16,71-80,2,159,10/12/2020 02:15:02 PM
2020/06/17,71-80,2,161,10/12/2020 02:15:02 PM
2020/06/18,71-80,1,162,10/12/2020 02:15:02 PM
2020/06/19,71-80,2,164,10/12/2020 02:15:02 PM
2020/06/20,71-80,0,164,10/12/2020 02:15:02 PM
2020/06/21,71-80,0,164,10/12/2020 02:15:02 PM
2020/06/22,71-80,5,169,10/12/2020 02:15:02 PM
2020/06/23,71-80,3,172,10/12/2020 02:15:02 PM
2020/06/24,71-80,1,173,10/12/2020 02:15:02 PM
2020/06/25,71-80,4,177,10/12/2020 02:15:02 PM
2020/06/26,71-80,4,181,10/12/2020 02:15:02 PM
2020/06/27,71-80,1,182,10/12/2020 02:15:02 PM
2020/06/28,71-80,1,183,10/12/2020 02:15:02 PM
2020/06/29,71-80,3,186,10/12/2020 02:15:02 PM
2020/06/30,71-80,3,189,10/12/2020 02:15:02 PM
2020/07/01,71-80,0,189,10/12/2020 02:15:02 PM
2020/07/02,71-80,0,189,10/12/2020 02:15:02 PM
2020/07/03,71-80,1,190,10/12/2020 02:15:02 PM
2020/07/04,71-80,0,190,10/12/2020 02:15:02 PM
2020/07/05,71-80,0,190,10/12/2020 02:15:02 PM
2020/07/06,71-80,2,192,10/12/2020 02:15:02 PM
2020/07/07,71-80,0,192,10/12/2020 02:15:02 PM
2020/07/08,71-80,6,198,10/12/2020 02:15:02 PM
2020/07/09,71-80,2,200,10/12/2020 02:15:02 PM
2020/07/10,71-80,1,201,10/12/2020 02:15:02 PM
2020/07/11,71-80,1,202,10/12/2020 02:15:02 PM
2020/07/12,71-80,2,204,10/12/2020 02:15:02 PM
2020/07/13,71-80,1,205,10/12/2020 02:15:02 PM
2020/07/14,71-80,1,206,10/12/2020 02:15:02 PM
2020/07/15,71-80,2,208,10/12/2020 02:15:02 PM
2020/07/16,71-80,3,211,10/12/2020 02:15:02 PM
2020/07/17,71-80,2,213,10/12/2020 02:15:02 PM
2020/07/18,71-80,2,215,10/12/2020 02:15:02 PM
2020/07/19,71-80,1,216,10/12/2020 02:15:02 PM
2020/07/20,71-80,3,219,10/12/2020 02:15:02 PM
2020/07/21,71-80,1,220,10/12/2020 02:15:02 PM
2020/07/22,71-80,4,224,10/12/2020 02:15:02 PM
2020/07/23,71-80,2,226,10/12/2020 02:15:02 PM
2020/07/24,71-80,3,229,10/12/2020 02:15:02 PM
2020/07/25,71-80,3,232,10/12/2020 02:15:02 PM
2020/07/26,71-80,1,233,10/12/2020 02:15:02 PM
2020/07/27,71-80,0,233,10/12/2020 02:15:02 PM
2020/07/28,71-80,6,239,10/12/2020 02:15:02 PM
2020/07/29,71-80,2,241,10/12/2020 02:15:02 PM
2020/07/30,71-80,2,243,10/12/2020 02:15:02 PM
2020/07/31,71-80,2,245,10/12/2020 02:15:02 PM
2020/08/01,71-80,5,250,10/12/2020 02:15:02 PM
2020/08/02,71-80,3,253,10/12/2020 02:15:02 PM
2020/08/03,71-80,5,258,10/12/2020 02:15:02 PM
